first_name,second_name,web_name,id,team,element_type
Ryan,Giles,Giles,553,Luton,DEF
Tom,Lockyer,Lockyer,575,Luton,DEF
Pelly Ruddock,Mpanzu,Mpanzu,582,Luton,MID
Tahith,Chong,Chong,586,Luton,MID
Issa,Kaboré,Kaboré,602,Luton,DEF
Thomas,Kaminski,Kaminski,614,Luton,GLK
Ross,Barkley,Barkley,630,Luton,MID
Jacob,Brown,Brown,631,Luton,FWD
Aidan,Francis-Clarke,Francis-Clarke,648,Luton,DEF
Tim,Krul,Krul,665,Luton,GLK
Joseph,Johnson,Johnson,682,Luton,DEF
Andros,Townsend,Townsend,727,Luton,MID
Jayden,Luker,Luker,729,Luton,MID
Zack,Nelson,Nelson,734,Luton,MID
Daiki,Hashioka,Hashioka,798,Luton,DEF
Axel,Piesold,Piesold,831,Luton,MID
Dominic,Dos Santos Martins,Martins,839,Luton,MID
Christian,Chigozie,Chigozie,844,Luton,DEF
Taylan,Harris,Harris,848,Luton,FWD
Manuel,Akanji,Akanji,341,Man City,DEF
Nathan,Aké,Aké,342,Man City,DEF
Julián,Álvarez,J.Alvarez,343,Man City,FWD
Bernardo,Veiga de Carvalho e Silva,Bernardo,344,Man City,MID
Oscar,Bobb,Bobb,345,Man City,MID
João,Cancelo,Cancelo,346,Man City,DEF
Scott,Carson,Carson,347,Man City,GLK
Shea,Charles,Charles,348,Man City,MID
Kevin,De Bruyne,De Bruyne,349,Man City,MID
Rúben,Gato Alves Dias,Rúben,350,Man City,DEF
Ederson,Santana de Moraes,Ederson M.,352,Man City,GLK
Phil,Foden,Foden,353,Man City,MID
Jack,Grealish,Grealish,354,Man City,MID
Erling,Haaland,Haaland,355,Man City,FWD
Mateo,Kovačić,Kovačić,356,Man City,MID
Aymeric,Laporte,Laporte,357,Man City,DEF
Rico,Lewis,R.Lewis,358,Man City,DEF
Riyad,Mahrez,Mahrez,359,Man City,MID
Stefan,Ortega Moreno,Ortega Moreno,361,Man City,GLK
Máximo,Perrone,Perrone,363,Man City,MID
Rodrigo,Hernandez,Rodrigo,365,Man City,MID
Sergio,Gómez,Sergio Gómez,366,Man City,DEF
Zack,Steffen,Steffen,367,Man City,GLK
John,Stones,Stones,368,Man City,DEF
Kyle,Walker,Walker,369,Man City,DEF
Matheus Luiz,Nunes,Matheus N.,566,Man City,MID
Joško,Gvardiol,Gvardiol,616,Man City,DEF
Jérémy,Doku,Doku,678,Man City,MID
Mahamadou,Susoho,Susoho,762,Man City,MID
Micah,Hamilton,Hamilton,771,Man City,MID
Jacob,Wright,Wright,814,Man City,MID
Mason,Mount,Mount,209,Man Utd,MID
Alex,Telles,Alex Telles,370,Man Utd,DEF
Amad,Diallo,Amad,371,Man Utd,MID
Antony Matheus,dos Santos,Antony,372,Man Utd,MID
Bruno,Borges Fernandes,B.Fernandes,373,Man Utd,MID
Brandon,Williams,B.Williams,374,Man Utd,DEF
Eric,Bailly,Bailly,375,Man Utd,DEF
Carlos Henrique,Casimiro,Casemiro,376,Man Utd,MID
Diogo,Dalot Teixeira,Dalot,377,Man Utd,DEF
Christian,Eriksen,Eriksen,379,Man Utd,MID
Álvaro,Fernández Carreras,Fernandez,380,Man Utd,DEF
Frederico,Rodrigues de Paula Santos,Fred,381,Man Utd,MID
Alejandro,Garnacho,Garnacho,382,Man Utd,MID
Hannibal,Mejbri,Hannibal,383,Man Utd,MID
Tom,Heaton,Heaton,384,Man Utd,GLK
Victor,Lindelöf,Lindelof,386,Man Utd,DEF
Harry,Maguire,Maguire,387,Man Utd,DEF
Kobbie,Mainoo,Mainoo,388,Man Utd,MID
Tyrell,Malacia,Malacia,389,Man Utd,DEF
Anthony,Martial,Martial,390,Man Utd,FWD
Lisandro,Martínez,Martinez,391,Man Utd,DEF
Scott,McTominay,McTominay,392,Man Utd,MID
Facundo,Pellistri Rebollo,Pellistri,394,Man Utd,MID
Raphaël,Varane,R.Varane,395,Man Utd,DEF
Marcus,Rashford,Rashford,396,Man Utd,MID
Jadon,Sancho,Sancho,397,Man Utd,MID
Luke,Shaw,Shaw,398,Man Utd,DEF
Shola,Shoretire,Shoretire,399,Man Utd,FWD
Donny,van de Beek,Van de Beek,400,Man Utd,MID
Aaron,Wan-Bissaka,Wan-Bissaka,401,Man Utd,DEF
André,Onana,Onana,597,Man Utd,GLK
Rasmus,Højlund,Højlund,617,Man Utd,FWD
Omari,Forson,Forson,632,Man Utd,MID
Radek,Vítek,Vítek,669,Man Utd,GLK
Daniel,Gore,Gore,685,Man Utd,MID
Altay,Bayindir,Altay,695,Man Utd,GLK
Jonny,Evans,Evans,703,Man Utd,DEF
Sofyan,Amrabat,Amrabat,709,Man Utd,MID
Joe,Hugill,Hugill,748,Man Utd,FWD
Willy,Kambwala,Kambwala,766,Man Utd,DEF
Rhys,Bennett,Bennett,768,Man Utd,DEF
Toby,Collyer,Collyer,826,Man Utd,MID
Habeeb,Ogunneye,Ogunneye,833,Man Utd,DEF
Dermot,Mee,Mee,835,Man Utd,GLK
Harry,Amass,Amass,846,Man Utd,DEF
Ethan,Wheatley,Wheatley,850,Man Utd,FWD
Louis,Jackson,Jackson,856,Man Utd,DEF
Lewis,Hall,Hall,204,Newcastle,DEF
Miguel,Almirón Rejala,Almirón,402,Newcastle,MID
Elliot,Anderson,Anderson,403,Newcastle,MID
Harrison,Ashby,Ashby,404,Newcastle,DEF
Sven,Botman,Botman,405,Newcastle,DEF
Bruno,Guimarães Rodriguez Moura,Bruno G.,406,Newcastle,MID
Dan,Burn,Burn,407,Newcastle,DEF
Karl,Darlow,Darlow,408,Newcastle,GLK
Martin,Dubravka,Dubravka,409,Newcastle,GLK
Ryan,Fraser,Fraser,410,Newcastle,MID
Mark,Gillespie,Gillespie,411,Newcastle,GLK
Anthony,Gordon,Gordon,412,Newcastle,MID
Isaac,Hayden,Hayden,413,Newcastle,MID
Jeff,Hendrick,Hendrick,414,Newcastle,MID
Alexander,Isak,Isak,415,Newcastle,FWD
Joelinton Cássio,Apolinário de Lira,Joelinton,416,Newcastle,MID
Emil,Krafth,Krafth,417,Newcastle,DEF
Garang,Kuol,Kuol,418,Newcastle,MID
Jamaal,Lascelles,Lascelles,419,Newcastle,DEF
Jamal,Lewis,J.Lewis,420,Newcastle,DEF
Sean,Longstaff,Longstaff,421,Newcastle,MID
Javier,Manquillo Gaitán,Manquillo,422,Newcastle,DEF
Jacob,Murphy,J.Murphy,423,Newcastle,MID
Nick,Pope,Pope,424,Newcastle,GLK
Matt,Ritchie,Ritchie,425,Newcastle,MID
Allan,Saint-Maximin,Saint-Maximin,426,Newcastle,MID
Fabian,Schär,Schär,427,Newcastle,DEF
Matt,Targett,Targett,428,Newcastle,DEF
Sandro,Tonali,Tonali,429,Newcastle,MID
Kieran,Trippier,Trippier,430,Newcastle,DEF
Kell,Watts,Watts,431,Newcastle,DEF
Joe,Willock,Willock,432,Newcastle,MID
Callum,Wilson,Wilson,433,Newcastle,FWD
Loris,Karius,Karius,580,Newcastle,GLK
Paul,Dummett,Dummett,581,Newcastle,DEF
Harvey,Barnes,Barnes,603,Newcastle,MID
Tino,Livramento,Livramento,633,Newcastle,DEF
Alex,Murphy,A.Murphy,634,Newcastle,DEF
Lewis,Miley,Miley,635,Newcastle,MID
Amadou,Diallo,Diallo,738,Newcastle,MID
Ben,Parkinson,Parkinson,739,Newcastle,FWD
Michael,Ndiweni,Ndiweni,745,Newcastle,FWD
Joe,White,White,794,Newcastle,MID
Travis,Hernes,Hernes,795,Newcastle,MID
Nuno,Varela Tavares,Tavares,23,Nott'm Forest,DEF
Matt,Turner,Turner,28,Nott'm Forest,GLK
Callum,Hudson-Odoi,Hudson-Odoi,205,Nott'm Forest,MID
Anthony,Elanga,Elanga,378,Nott'm Forest,MID
Brandon,Aguilera Zamora,B.Aguilera,434,Nott'm Forest,MID
Harry,Arter,Arter,435,Nott'm Forest,MID
Serge,Aurier,Aurier,436,Nott'm Forest,DEF
Taiwo,Awoniyi,Awoniyi,437,Nott'm Forest,FWD
Giulian,Biancone,Biancone,438,Nott'm Forest,DEF
Willy,Boly,Boly,439,Nott'm Forest,DEF
Josh,Bowler,Bowler,440,Nott'm Forest,MID
Steve,Cook,Cook,441,Nott'm Forest,DEF
Danilo,dos Santos de Oliveira,Danilo,442,Nott'm Forest,MID
Emmanuel,Dennis,Dennis,443,Nott'm Forest,FWD
Mohamed,Dräger,Dräger,444,Nott'm Forest,DEF
Felipe Augusto,de Almeida Monteiro,Felipe,445,Nott'm Forest,DEF
Remo,Freuler,Freuler,446,Nott'm Forest,MID
Morgan,Gibbs-White,Gibbs-White,447,Nott'm Forest,MID
Wayne,Hennessey,Hennessey,448,Nott'm Forest,GLK
Ethan,Horvath,Horvath,449,Nott'm Forest,GLK
Cheikhou,Kouyaté,Kouyaté,451,Nott'm Forest,MID
Richie,Laryea,Laryea,452,Nott'm Forest,DEF
Orel,Mangala,Mangala,453,Nott'm Forest,MID
Loïc,Mbe Soh,Mbe Soh,454,Nott'm Forest,DEF
Scott,McKenna,McKenna,455,Nott'm Forest,DEF
Alex,Mighten,Mighten,456,Nott'm Forest,MID
Moussa,Niakhaté,Niakhaté,457,Nott'm Forest,DEF
Lewis,O'Brien,O'Brien,458,Nott'm Forest,MID
Braian,Ojeda Rodríguez,Ojeda,459,Nott'm Forest,MID
Jonathan,Panzo,Panzo,460,Nott'm Forest,DEF
Omar,Richards,O.Richards,461,Nott'm Forest,DEF
Gustavo Henrique,Furtado Scarpa,G.Scarpa,462,Nott'm Forest,MID
Jonjo,Shelvey,J.Shelvey,463,Nott'm Forest,MID
Sam,Surridge,Surridge,464,Nott'm Forest,FWD
Harry,Toffolo,Toffolo,465,Nott'm Forest,DEF
Hwang,Ui-jo,Ui-jo,466,Nott'm Forest,FWD
Neco,Williams,Williams,467,Nott'm Forest,DEF
Chris,Wood,Wood,468,Nott'm Forest,FWD
Joe,Worrall,Worrall,469,Nott'm Forest,DEF
Ryan,Yates,Yates,470,Nott'm Forest,MID
Olu,Aina,Aina,604,Nott'm Forest,DEF
George,Shelvey,G.Shelvey,636,Nott'm Forest,GLK
Josh,Powell,Powell,637,Nott'm Forest,DEF
Gonzalo,Montiel,G.Montiel,679,Nott'm Forest,DEF
Murillo,Santiago Costa dos Santos,Murillo,696,Nott'm Forest,DEF
Odysseas,Vlachodimos,Odysseas,710,Nott'm Forest,GLK
Andrew,Omobamidele,Omobamidele,711,Nott'm Forest,DEF
Nicolás,Domínguez,Dominguez,712,Nott'm Forest,MID
Ibrahim,Sangaré,Sangaré,713,Nott'm Forest,MID
Divock,Origi,Origi,714,Nott'm Forest,FWD
Jamie,McDonnell,McDonnell,779,Nott'm Forest,MID
Detlef Esapa,Osong,Osong,780,Nott'm Forest,FWD
Joe,Gardner,Gardner,781,Nott'm Forest,FWD
Giovanni,Reyna,Reyna,801,Nott'm Forest,MID
Matz,Sels,Sels,808,Nott'm Forest,GLK
Rodrigo,Duarte Ribeiro,Ribeiro,809,Nott'm Forest,FWD
Auston,Trusty,Trusty,27,Sheffield Utd,DEF
Cameron,Archer,Archer,33,Sheffield Utd,FWD
Mason,Holgate,Holgate,255,Sheffield Utd,DEF
James,McAtee,McAtee,360,Sheffield Utd,MID
Anel,Ahmedhodžić,Ahmedhodžić,471,Sheffield Utd,DEF
Jordan,Amissah,Amissah,472,Sheffield Utd,GLK
George,Baldock,Baldock,473,Sheffield Utd,DEF
Chris,Basham,Basham,474,Sheffield Utd,DEF
Jayden,Bogle,Bogle,476,Sheffield Utd,DEF
Rhian,Brewster,Brewster,477,Sheffield Utd,FWD
Ismaila,Coulibaly,Coulibaly,478,Sheffield Utd,MID
Adam,Davies,A.Davies,479,Sheffield Utd,GLK
John,Egan,Egan,480,Sheffield Utd,DEF
John,Fleck,Fleck,481,Sheffield Utd,MID
Wes,Foderingham,Foderingham,482,Sheffield Utd,GLK
Daniel,Jebbison,Jebbison,483,Sheffield Utd,FWD
Max,Lowe,Lowe,484,Sheffield Utd,DEF
Oliver,McBurnie,McBurnie,485,Sheffield Utd,FWD
Iliman,Ndiaye,Ndiaye,486,Sheffield Utd,FWD
Rhys,Norrington-Davies,Norrington-Davies,487,Sheffield Utd,DEF
Oliver,Norwood,Norwood,488,Sheffield Utd,MID
Ben,Osborn,Osborn,489,Sheffield Utd,MID
William,Osula,Osula,490,Sheffield Utd,FWD
Jack,Robinson,Robinson,576,Sheffield Utd,DEF
Anis,Slimane,Slimane,587,Sheffield Utd,MID
Yasser,Larouci,Larouci,592,Sheffield Utd,DEF
Bénie,Traoré,T.Bénie,593,Sheffield Utd,FWD
Vini,de Souza Costa,Vini Souza,638,Sheffield Utd,MID
Femi,Seriki,Seriki,653,Sheffield Utd,DEF
Louie,Marsh,Marsh,654,Sheffield Utd,FWD
Andre,Brooks,Brooks,655,Sheffield Utd,MID
Antwoine,Hackford,Hackford,656,Sheffield Utd,FWD
Gustavo,Hamer,Hamer,663,Sheffield Utd,MID
Tom,Davies,T.Davies,666,Sheffield Utd,MID
Luke,Thomas,Thomas,693,Sheffield Utd,DEF
Ryan,Oné,Oné,730,Sheffield Utd,MID
Jili,Buyabu,Buyabu,731,Sheffield Utd,DEF
Sydie,Peck,Peck,759,Sheffield Utd,MID
Ben,Brereton,Brereton Díaz,775,Sheffield Utd,MID
Ivo,Grbic,Grbić,790,Sheffield Utd,GLK
Billy,Blacker,Blacker,822,Sheffield Utd,FWD
Oliver,Arblaster,Arblaster,823,Sheffield Utd,MID
Dovydas,Sasnauskas,Sasnauskas,827,Sheffield Utd,DEF
Sam,Curtis,Curtis,828,Sheffield Utd,DEF
Owen,Hampson,Hampson,857,Sheffield Utd,MID
Brennan,Johnson,Johnson,450,Spurs,MID
Brandon,Austin,Austin,491,Spurs,GLK
Rodrigo,Bentancur,Bentancur,492,Spurs,MID
Yves,Bissouma,Bissouma,493,Spurs,MID
Bryan,Gil Salvatierra,Bryan,494,Spurs,MID
Ben,Davies,Davies,495,Spurs,DEF
Eric,Dier,Dier,496,Spurs,DEF
Emerson,Leite de Souza Junior,E.Royal,497,Spurs,DEF
Fraser,Forster,Forster,498,Spurs,GLK
Pierre-Emile,Højbjerg,Højbjerg,499,Spurs,MID
Harry,Kane,Kane,500,Spurs,FWD
Dejan,Kulusevski,Kulusevski,501,Spurs,MID
Hugo,Lloris,Lloris,502,Spurs,GLK
Giovani,Lo Celso,Lo Celso,503,Spurs,MID
James,Maddison,Maddison,504,Spurs,MID
Tanguy,Ndombélé Alvaro,Ndombele,505,Spurs,MID
Pedro,Porro,Pedro Porro,506,Spurs,DEF
Ivan,Perišić,Perišić,507,Spurs,DEF
Richarlison,de Andrade,Richarlison,509,Spurs,MID
Joe,Rodon,Rodon,510,Spurs,DEF
Cristian,Romero,Romero,511,Spurs,DEF
Davinson,Sánchez,Sánchez,512,Spurs,DEF
Pape Matar,Sarr,Sarr,513,Spurs,MID
Ryan,Sessegnon,Sessegnon,514,Spurs,DEF
Oliver,Skipp,Skipp,515,Spurs,MID
Son,Heung-min,Son,516,Spurs,MID
Djed,Spence,Spence,517,Spurs,DEF
Japhet,Tanganga,Tanganga,518,Spurs,DEF
Destiny,Udogie,Udogie,519,Spurs,DEF
Guglielmo,Vicario,Vicario,520,Spurs,GLK
Alfie,Whiteman,Whiteman,521,Spurs,GLK
Manor,Solomon,Solomon,583,Spurs,MID
Micky,van de Ven,Van de Ven,639,Spurs,DEF
Dane,Scarlett,Scarlett,640,Spurs,FWD
Alejo,Véliz,Veliz,641,Spurs,FWD
Ashley,Phillips,Phillips,702,Spurs,DEF
Jamie,Donley,Donley,722,Spurs,FWD
Alfie,Dorrington,Dorrington,740,Spurs,DEF
Yago,de Santiago Alonso,Yago Santiago,754,Spurs,MID
Timo,Werner,Werner,776,Spurs,FWD
Radu,Dragusin,Drăgușin,777,Spurs,DEF
Mikey,Moore,Moore,860,Spurs,MID
Tyrese,Hall,Hall,862,Spurs,MID
Kalvin,Phillips,Phillips,364,West Ham,MID
Nayef,Aguerd,N.Aguerd,522,West Ham,DEF
Michail,Antonio,Antonio,523,West Ham,FWD
Alphonse,Areola,Areola,524,West Ham,GLK
Saïd,Benrahma,Benrahma,525,West Ham,MID
Jarrod,Bowen,Bowen,526,West Ham,MID
Maxwel,Cornet,Cornet,527,West Ham,MID
Vladimír,Coufal,Coufal,528,West Ham,DEF
Conor,Coventry,Coventry,529,West Ham,MID
Aaron,Cresswell,Cresswell,530,West Ham,DEF
Flynn,Downes,Downes,531,West Ham,MID
Emerson,Palmieri dos Santos,Emerson,532,West Ham,DEF
Lukasz,Fabianski,Fabianski,533,West Ham,GLK
Pablo,Fornals Malla,P.Fornals,534,West Ham,MID
Danny,Ings,Ings,535,West Ham,FWD
Ben,Johnson,Johnson,536,West Ham,DEF
Thilo,Kehrer,Kehrer,537,West Ham,DEF
Divin,Mubama,Mubama,538,West Ham,FWD
Lucas,Tolentino Coelho de Lima,L.Paquetá,539,West Ham,MID
Gianluca,Scamacca,Scamacca,541,West Ham,FWD
Tomáš,Souček,Souček,542,West Ham,MID
Nikola,Vlašić,Vlašić,543,West Ham,MID
Kurt,Zouma,Zouma,544,West Ham,DEF
Angelo,Ogbonna,Ogbonna,577,West Ham,DEF
Edson,Álvarez Velázquez,Álvarez,642,West Ham,MID
Joseph,Anang,Anang,647,West Ham,GLK
James,Ward-Prowse,Ward-Prowse,664,West Ham,MID
Konstantinos,Mavropanos,Mavropanos,676,West Ham,DEF
Mohammed,Kudus,Kudus,689,West Ham,MID
Lewis,Orford,Orford,773,West Ham,MID
Kaelan,Casey,Casey,774,West Ham,DEF
Oliver,Scarles,Scarles,784,West Ham,DEF
Callum,Marshall,Marshall,785,West Ham,FWD
George,Earthy,Earthy,829,West Ham,MID
Tommy,Doyle,Doyle,351,Wolves,MID
Rayan,Aït-Nouri,Aït-Nouri,545,Wolves,DEF
Daniel,Bentley,Bentley,546,Wolves,GLK
Bendegúz,Bolla,Bolla,547,Wolves,DEF
Hugo,Bueno López,H.Bueno,548,Wolves,DEF
Francisco Jorge,Tomás Oliveira,Chiquinho,549,Wolves,MID
Luke,Cundle,Cundle,550,Wolves,MID
Craig,Dawson,Dawson,551,Wolves,DEF
Fábio,Silva,Fábio Silva,552,Wolves,FWD
Gonçalo Manuel,Ganchinho Guedes,Guedes,554,Wolves,MID
Joe,Hodge,Hodge,555,Wolves,MID
Ki-Jana,Hoever,Hoever,556,Wolves,DEF
Hwang,Hee-chan,Hee Chan,557,Wolves,MID
João Victor,Gomes da Silva,João Gomes,559,Wolves,MID
Jonathan,Castro Otto,J.Otto,560,Wolves,DEF
Bruno,Cavaco Jordão,Jordão,561,Wolves,MID
Sasa,Kalajdzic,Kalajdžić,562,Wolves,FWD
Max,Kilman,Kilman,563,Wolves,DEF
Tom,King,King,564,Wolves,GLK
Mario,Lemina,Mario Jr.,565,Wolves,MID
Pedro,Lomba Neto,Neto,567,Wolves,MID
Daniel,Castelo Podence,Podence,568,Wolves,MID
José,Malheiro de Sá,José Sá,569,Wolves,GLK
Pablo,Sarabia,Sarabia,570,Wolves,MID
Matija,Šarkić,Šarkić,571,Wolves,GLK
Nélson,Cabral Semedo,N.Semedo,572,Wolves,DEF
Toti António,Gomes,Toti,573,Wolves,DEF
Boubacar,Traoré,Boubacar Traore,574,Wolves,MID
Matheus,Santos Carneiro Da Cunha,Cunha,590,Wolves,FWD
Matt,Doherty,Doherty,598,Wolves,DEF
Santiago,Bueno,S.Bueno,697,Wolves,DEF
Enso,González,González,698,Wolves,MID
Nathan,Fraser,Fraser,704,Wolves,FWD
Jean-Ricner,Bellegarde,Bellegarde,715,Wolves,MID
Matthew,Whittingham,Whittingham,749,Wolves,MID
Tawanda,Chirewa,Chirewa,750,Wolves,MID
Justin,Hubner,Hubner,751,Wolves,DEF
Owen,Hesketh,Hesketh,769,Wolves,MID
Ty,Barnett,Barnett,770,Wolves,MID
Harvey,Griffiths,Griffiths,787,Wolves,MID
Yerson,Mosquera,Mosquera,788,Wolves,DEF
Noha,Lemina,N.Lemina,800,Wolves,MID
Wesley,Okoduwa,Okoduwa,832,Wolves,DEF
Leon,Chiwome,Chiwome,836,Wolves,FWD
Fletcher,Holman,Holman,840,Wolves,FWD
Temple,Ojinnaka,Ojinnaka,853,Wolves,MID
