name,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,team
Alex Murphy,16.0,13.0,0.0,False,2023-08-19T19:00:00Z,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,2039.0,33013.0,5567.0,3528.0,Newcastle
Lewis Miley,6.0,2.0,0.0,True,2023-08-12T16:30:00Z,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,1571.0,0.0,0.0,Newcastle
Lewis Miley,16.0,13.0,0.0,False,2023-08-19T19:00:00Z,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-111.0,2332.0,223.0,334.0,Newcastle
Matt Turner,2.0,1.0,2.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,30.0,0.0,0.0,3.0,1.0,0.00,0.00,0.00,0.83,40.0,0.0,1161059.0,0.0,0.0,Nott'm Forrest
Matt Turner,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,16.4,0.0,0.0,1.6,1.0,0.00,0.00,0.00,0.51,40.0,79630.0,1351022.0,94815.0,15185.0,Nott'm Forrest
Anthony Elanga,2.0,1.0,4.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.2,20.5,2.0,4.2,0.0,0.00,0.61,0.61,0.40,50.0,0.0,43975.0,0.0,0.0,Nott'm Forrest
Anthony Elanga,17.0,17.0,1.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.4,0.5,4.0,0.6,0.0,0.03,0.00,0.03,0.27,50.0,26023.0,90812.0,32962.0,6939.0,Nott'm Forrest
Brandon Aguilera Zamora,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,1539.0,0.0,0.0,Nott'm Forrest
Brandon Aguilera Zamora,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-443.0,1074.0,0.0,443.0,Nott'm Forrest
Harry Arter,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,6934.0,0.0,0.0,Nott'm Forrest
Harry Arter,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-440.0,7577.0,472.0,912.0,Nott'm Forrest
Serge Aurier,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.6,0.5,4.0,1.2,1.0,0.00,0.00,0.00,0.83,45.0,0.0,35193.0,0.0,0.0,Nott'm Forrest
Serge Aurier,17.0,17.0,10.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,51.8,33.3,10.0,9.5,1.0,0.01,0.25,0.26,0.51,45.0,13358.0,59014.0,17832.0,4474.0,Nott'm Forrest
Taiwo Awoniyi,2.0,1.0,7.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,33.2,0.1,35.0,6.8,0.0,0.57,0.00,0.57,0.46,65.0,0.0,33175.0,0.0,0.0,Nott'm Forrest
Taiwo Awoniyi,17.0,17.0,7.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,83.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,38.6,21.8,21.0,8.1,1.0,0.31,0.02,0.33,0.51,65.0,49631.0,114885.0,57163.0,7532.0,Nott'm Forrest
Giulian Biancone,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,10521.0,0.0,0.0,Nott'm Forrest
Giulian Biancone,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-766.0,11724.0,442.0,1208.0,Nott'm Forrest
Willy Boly,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.6,10.8,33.0,6.1,1.0,0.21,0.03,0.24,0.83,45.0,0.0,8579.0,0.0,0.0,Nott'm Forrest
Willy Boly,17.0,17.0,1.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,13.4,0.2,39.0,5.3,1.0,0.38,0.00,0.38,0.24,45.0,4510.0,17389.0,6253.0,1743.0,Nott'm Forrest
Josh Bowler,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,554.0,0.0,0.0,Nott'm Forrest
Josh Bowler,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-137.0,410.0,0.0,137.0,Nott'm Forrest
Steve Cook,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3344.0,0.0,0.0,Nott'm Forrest
Steve Cook,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1188.0,2109.0,0.0,1188.0,Nott'm Forrest
Danilo dos Santos de Oliveira,2.0,1.0,2.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.6,1.1,2.0,1.2,1.0,0.00,0.01,0.01,0.38,55.0,0.0,10202.0,0.0,0.0,Nott'm Forrest
Danilo dos Santos de Oliveira,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.2,23.6,3.0,3.4,1.0,0.09,0.07,0.16,0.51,55.0,-100.0,13047.0,1437.0,1537.0,Nott'm Forrest
Emmanuel Dennis,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,52483.0,0.0,0.0,Nott'm Forrest
Emmanuel Dennis,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-7358.0,49007.0,2522.0,9880.0,Nott'm Forrest
Mohamed Dräger,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,12278.0,0.0,0.0,Nott'm Forrest
Mohamed Dräger,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-1014.0,13429.0,397.0,1411.0,Nott'm Forrest
Felipe Augusto de Almeida Monteiro,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3335.0,0.0,0.0,Nott'm Forrest
Felipe Augusto de Almeida Monteiro,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1006.0,2396.0,47.0,1053.0,Nott'm Forrest
Remo Freuler,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,2455.0,0.0,0.0,Nott'm Forrest
Remo Freuler,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-390.0,2439.0,46.0,436.0,Nott'm Forrest
Morgan Gibbs-White,2.0,1.0,2.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.2,17.8,6.0,3.2,1.0,0.07,0.21,0.28,0.83,60.0,0.0,212361.0,0.0,0.0,Nott'm Forrest
Morgan Gibbs-White,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.8,65.2,10.0,9.3,1.0,0.06,0.39,0.45,0.51,60.0,7090.0,236932.0,27763.0,20673.0,Nott'm Forrest
Wayne Hennessey,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,29193.0,0.0,0.0,Nott'm Forrest
Wayne Hennessey,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-2896.0,26442.0,128.0,3024.0,Nott'm Forrest
Ethan Horvath,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,11308.0,0.0,0.0,Nott'm Forrest
Ethan Horvath,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1221.0,12439.0,547.0,1768.0,Nott'm Forrest
Brennan Johnson,2.0,1.0,2.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.0,0.5,1.0,0.28,0.00,0.28,0.43,60.0,0.0,53529.0,0.0,0.0,Nott'm Forrest
Brennan Johnson,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.6,2.8,19.0,2.3,1.0,0.05,0.01,0.06,0.51,60.0,3785.0,64462.0,9862.0,6077.0,Nott'm Forrest
Cheikhou Kouyaté,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4,0.2,1.0,0.5,0.0,0.02,0.00,0.02,0.08,50.0,0.0,2265.0,0.0,0.0,Nott'm Forrest
Cheikhou Kouyaté,17.0,17.0,1.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4,0.0,0.0,0.1,0.0,0.00,0.00,0.00,0.00,50.0,-292.0,2581.0,74.0,366.0,Nott'm Forrest
Richie Laryea,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,857.0,0.0,0.0,Nott'm Forrest
Richie Laryea,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-230.0,614.0,0.0,230.0,Nott'm Forrest
Orel Mangala,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,6.0,10.8,0.0,1.7,1.0,0.00,0.00,0.00,0.75,50.0,0.0,1930.0,0.0,0.0,Nott'm Forrest
Orel Mangala,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.9,0.0,1.0,1.0,0.00,0.00,0.00,0.24,50.0,-164.0,2314.0,164.0,328.0,Nott'm Forrest
Loïc Mbe Soh,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,9558.0,0.0,0.0,Nott'm Forrest
Loïc Mbe Soh,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-840.0,10364.0,251.0,1091.0,Nott'm Forrest
Scott McKenna,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.3,0.0,1.2,1.0,0.00,0.00,0.00,0.83,45.0,0.0,6801.0,0.0,0.0,Nott'm Forrest
Scott McKenna,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.2,0.8,7.0,2.5,1.0,0.19,0.01,0.20,0.51,45.0,777.0,9642.0,1756.0,979.0,Nott'm Forrest
Alex Mighten,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3125.0,0.0,0.0,Nott'm Forrest
Alex Mighten,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-313.0,3337.0,183.0,496.0,Nott'm Forrest
Moussa Niakhaté,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,2113.0,0.0,0.0,Nott'm Forrest
Moussa Niakhaté,17.0,17.0,1.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.2,0.0,0.00,0.00,0.00,0.00,45.0,-104.0,3007.0,244.0,348.0,Nott'm Forrest
Lewis O'Brien,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,1389.0,0.0,0.0,Nott'm Forrest
Lewis O'Brien,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-238.0,1520.0,25.0,263.0,Nott'm Forrest
Braian Ojeda Rodríguez,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,576.0,0.0,0.0,Nott'm Forrest
Braian Ojeda Rodríguez,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-144.0,425.0,0.0,144.0,Nott'm Forrest
Jonathan Panzo,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,11981.0,0.0,0.0,Nott'm Forrest
Jonathan Panzo,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-815.0,13091.0,352.0,1167.0,Nott'm Forrest
Omar Richards,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,4861.0,0.0,0.0,Nott'm Forrest
Omar Richards,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1035.0,4646.0,46.0,1081.0,Nott'm Forrest
Gustavo Henrique Furtado Scarpa,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,6000.0,0.0,0.0,Nott'm Forrest
Gustavo Henrique Furtado Scarpa,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-728.0,5831.0,258.0,986.0,Nott'm Forrest
Jonjo Shelvey,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,3080.0,0.0,0.0,Nott'm Forrest
Jonjo Shelvey,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-475.0,3276.0,80.0,555.0,Nott'm Forrest
Sam Surridge,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,40046.0,0.0,0.0,Nott'm Forrest
Sam Surridge,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-7793.0,31728.0,0.0,7793.0,Nott'm Forrest
Harry Toffolo,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,4471.0,0.0,0.0,Nott'm Forrest
Harry Toffolo,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-633.0,4951.0,42.0,675.0,Nott'm Forrest
Hwang Ui-jo,2.0,1.0,0.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,123138.0,0.0,0.0,Nott'm Forrest
Hwang Ui-jo,17.0,17.0,0.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-7834.0,120452.0,2712.0,10546.0,Nott'm Forrest
Neco Williams,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,0.1,0.0,0.4,0.0,0.00,0.00,0.00,0.46,45.0,0.0,22358.0,0.0,0.0,Nott'm Forrest
Neco Williams,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.4,15.8,6.0,4.5,1.0,0.02,0.07,0.09,0.51,45.0,-235.0,25574.0,1754.0,1989.0,Nott'm Forrest
Chris Wood,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.08,50.0,0.0,50055.0,0.0,0.0,Nott'm Forrest
Chris Wood,17.0,17.0,7.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,33.0,0.5,17.0,5.1,0.0,0.12,0.01,0.13,0.00,50.0,-5014.0,49924.0,2526.0,7540.0,Nott'm Forrest
Joe Worrall,2.0,1.0,1.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.2,0.0,2.0,1.8,1.0,0.00,0.00,0.00,0.75,45.0,0.0,6457.0,0.0,0.0,Nott'm Forrest
Joe Worrall,17.0,17.0,2.0,True,2023-08-18T18:45:00Z,2.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.8,21.1,12.0,4.8,1.0,0.10,0.31,0.41,0.51,45.0,142.0,8283.0,1113.0,971.0,Nott'm Forrest
Ryan Yates,2.0,1.0,2.0,False,2023-08-12T12:00:00Z,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.6,2.3,0.0,1.0,1.0,0.00,0.01,0.01,0.83,50.0,0.0,3246.0,0.0,0.0,Nott'm Forrest
