name,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,team
Billy Gilmour,4.0,12.0,1.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,7.0,1.8,0.0,0.02,0.05,0.07,1.04,50.0,0.0,8698.0,0.0,0.0,Brighton
Billy Gilmour,20.0,20.0,2.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.6,6.3,0.0,1.9,1.0,0.00,0.03,0.03,2.06,50.0,-1005.0,9299.0,364.0,1369.0,Brighton
Pascal Groß,4.0,12.0,2.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,73.4,34.0,13.6,1.0,0.49,0.47,0.96,1.45,65.0,0.0,374471.0,0.0,0.0,Brighton
Pascal Groß,20.0,20.0,1.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,9.2,22.7,0.0,3.2,1.0,0.00,0.17,0.17,1.88,65.0,-42168.0,342451.0,5885.0,48053.0,Brighton
João Pedro Junqueira de Jesus,4.0,12.0,7.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,40.8,16.1,57.0,11.4,1.0,1.30,0.03,1.33,1.20,55.0,0.0,2090041.0,0.0,0.0,Brighton
João Pedro Junqueira de Jesus,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,8.2,1.1,15.0,2.4,0.0,0.16,0.01,0.17,1.15,55.0,205492.0,2500646.0,266118.0,60626.0,Brighton
Michał Karbownik,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,3653.0,0.0,0.0,Brighton
Michał Karbownik,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-1050.0,2561.0,0.0,1050.0,Brighton
Kacper Kozłowski,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,246.0,0.0,0.0,Brighton
Kacper Kozłowski,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-61.0,184.0,0.0,61.0,Brighton
Adam Lallana,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,6587.0,0.0,0.0,Brighton
Adam Lallana,20.0,20.0,1.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.2,11.7,2.0,1.7,0.0,0.00,0.01,0.01,0.18,50.0,-1889.0,4810.0,44.0,1933.0,Brighton
Tariq Lamptey,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,643526.0,0.0,0.0,Brighton
Tariq Lamptey,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-45719.0,630032.0,17782.0,63501.0,Brighton
Solly March,4.0,12.0,9.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,44.2,23.4,36.0,10.4,1.0,0.55,0.02,0.57,0.41,65.0,0.0,198849.0,0.0,0.0,Brighton
Solly March,20.0,20.0,15.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,90.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,90.8,16.9,66.0,17.4,1.0,0.87,0.14,1.01,2.06,65.0,90014.0,375722.0,107393.0,17379.0,Brighton
Tom McGill,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,19151.0,0.0,0.0,Brighton
Tom McGill,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-728.0,22512.0,924.0,1652.0,Brighton
James Milner,4.0,12.0,3.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.6,3.2,0.0,1.1,1.0,0.00,0.02,0.02,0.41,50.0,0.0,17570.0,0.0,0.0,Brighton
James Milner,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,17.3,0.0,2.4,1.0,0.00,0.13,0.13,0.91,50.0,482.0,23898.0,2661.0,2179.0,Brighton
Kaoru Mitoma,4.0,12.0,5.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,28.6,61.9,22.0,11.3,1.0,0.02,0.62,0.64,1.45,65.0,0.0,3166456.0,0.0,0.0,Brighton
Kaoru Mitoma,20.0,20.0,12.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,80.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,64.6,49.1,35.0,14.9,1.0,0.53,0.67,1.20,1.88,65.0,48485.0,3482735.0,151741.0,103256.0,Brighton
Jakub Moder,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,6164.0,0.0,0.0,Brighton
Jakub Moder,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-617.0,6534.0,449.0,1066.0,Brighton
Jeremy Sarmiento Morante,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,2413.0,0.0,0.0,Brighton
Jeremy Sarmiento Morante,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-646.0,1733.0,0.0,646.0,Brighton
Kjell Scherpen,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,106.0,0.0,0.0,Brighton
Kjell Scherpen,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-13.0,93.0,0.0,13.0,Brighton
Jason Steele,4.0,12.0,2.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,22.2,0.0,0.0,2.2,1.0,0.00,0.00,0.00,1.45,45.0,0.0,490913.0,0.0,0.0,Brighton
Jason Steele,20.0,20.0,3.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,38.4,0.0,0.0,3.8,1.0,0.00,0.00,0.00,2.06,45.0,-9098.0,511977.0,19033.0,28131.0,Brighton
Deniz Undav,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,0.0,5831.0,0.0,0.0,Brighton
Deniz Undav,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,-2490.0,3259.0,0.0,2490.0,Brighton
Jan Paul van Hecke,4.0,12.0,2.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.2,0.5,17.0,5.0,1.0,0.02,0.00,0.02,1.45,40.0,0.0,81817.0,0.0,0.0,Brighton
Jan Paul van Hecke,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,65024.0,197306.0,81291.0,16267.0,Brighton
Joël Veltman,4.0,12.0,1.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.3,0.0,0.1,0.0,0.00,0.00,0.00,1.04,45.0,0.0,98555.0,0.0,0.0,Brighton
Joël Veltman,20.0,20.0,1.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.2,0.7,0.0,1.6,0.0,0.00,0.00,0.00,1.15,45.0,-11943.0,92602.0,2738.0,14681.0,Brighton
Bart Verbruggen,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,40882.0,0.0,0.0,Brighton
Bart Verbruggen,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-6366.0,37954.0,374.0,6740.0,Brighton
Adam Webster,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,28853.0,0.0,0.0,Brighton
Adam Webster,20.0,20.0,1.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,24.0,0.5,0.0,2.5,1.0,0.00,0.01,0.01,2.06,45.0,-7383.0,21587.0,154.0,7537.0,Brighton
Danny Welbeck,4.0,12.0,2.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.8,1.9,33.0,3.9,1.0,0.31,0.10,0.41,0.41,60.0,0.0,204885.0,0.0,0.0,Brighton
Danny Welbeck,20.0,20.0,1.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,15.1,19.0,3.7,1.0,0.17,0.04,0.21,0.91,60.0,-29757.0,194842.0,11160.0,40917.0,Brighton
Andi Zeqiri,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,100072.0,0.0,0.0,Brighton
Andi Zeqiri,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-6684.0,109374.0,9246.0,15930.0,Brighton
Igor Julio dos Santos de Paulo,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,11676.0,0.0,0.0,Brighton
Igor Julio dos Santos de Paulo,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1783.0,12272.0,499.0,2282.0,Brighton
Jack Hinshelwood,4.0,12.0,0.0,True,2023-08-12T14:00:00Z,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,822.0,0.0,0.0,Brighton
Jack Hinshelwood,20.0,20.0,0.0,False,2023-08-19T14:00:00Z,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-44.0,1235.0,127.0,171.0,Brighton
Enock Agyei,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,16245.0,0.0,0.0,Burnley
Ameen Al-Dakhil,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.2,0.6,2.0,2.3,1.0,0.00,0.01,0.01,2.21,40.0,0.0,41402.0,0.0,0.0,Burnley
Samuel Bastien,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,2773.0,0.0,0.0,Burnley
Manuel Benson Hedilazio,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.8,0.0,0.1,0.0,0.00,0.00,0.00,1.20,55.0,0.0,16856.0,0.0,0.0,Burnley
Jordan Beyer,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,73.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.8,0.2,0.0,1.9,1.0,0.00,0.00,0.00,1.01,40.0,0.0,404404.0,0.0,0.0,Burnley
Josh Brownhill,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.1,0.0,0.00,0.00,0.00,0.12,50.0,0.0,26648.0,0.0,0.0,Burnley
Darko Churlinov,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3369.0,0.0,0.0,Burnley
Jack Cork,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,2736.0,0.0,0.0,Burnley
Dara Costelloe,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3268.0,0.0,0.0,Burnley
Josh Cullen,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.8,6.5,0.0,1.0,1.0,0.00,0.01,0.01,2.21,50.0,0.0,3884.0,0.0,0.0,Burnley
CJ Egan-Riley,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,12585.0,0.0,0.0,Burnley
Hjalmar Ekdal,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,20573.0,0.0,0.0,Burnley
Lyle Foster,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.8,12.4,13.0,3.3,1.0,0.14,0.04,0.18,2.09,50.0,0.0,20128.0,0.0,0.0,Burnley
Denis Franchi,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,13985.0,0.0,0.0,Burnley
Jóhann Berg Gudmundsson,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,3995.0,0.0,0.0,Burnley
Luke McNally,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,2793.0,0.0,0.0,Burnley
Arijanet Muric,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,24565.0,0.0,0.0,Burnley
Dara O'Shea,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.6,0.1,0.0,1.6,1.0,0.00,0.00,0.00,2.21,45.0,0.0,13663.0,0.0,0.0,Burnley
Michael Obafemi,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,4956.0,0.0,0.0,Burnley
Bailey Peacock-Farrell,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,1931.0,0.0,0.0,Burnley
Connor Roberts,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.8,0.0,1.0,1.0,0.00,0.01,0.01,2.21,45.0,0.0,22396.0,0.0,0.0,Burnley
Jay Rodriguez,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,0.0,23081.0,0.0,0.0,Burnley
Charlie Taylor,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,79974.0,0.0,0.0,Burnley
Bobby Thomas,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,2410.0,0.0,0.0,Burnley
Scott Twine,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,2966.0,0.0,0.0,Burnley
Lawrence Vigouroux,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,20116.0,0.0,0.0,Burnley
Victor da Silva,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.8,11.4,2.0,2.2,1.0,0.00,0.03,0.03,2.21,45.0,0.0,10467.0,0.0,0.0,Burnley
Wout Weghorst,1.0,13.0,0.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,0.0,19028.0,0.0,0.0,Burnley
Anass Zaroury,1.0,13.0,-2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,0.0,18.9,2.0,1.7,0.0,0.04,0.06,0.10,1.37,50.0,0.0,12451.0,0.0,0.0,Burnley
Sander Berge,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.2,1.0,2.0,0.6,1.0,0.00,0.00,0.00,2.09,50.0,0.0,13803.0,0.0,0.0,Burnley
Zeki Amdouni,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.6,0.8,21.0,3.0,1.0,0.03,0.00,0.03,0.96,55.0,0.0,11392.0,0.0,0.0,Burnley
James Trafford,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,42.2,0.0,0.0,4.2,1.0,0.00,0.00,0.00,2.21,45.0,0.0,77149.0,0.0,0.0,Burnley
Nathan Redmond,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.12,50.0,0.0,4941.0,0.0,0.0,Burnley
Luca Koleosho,1.0,13.0,2.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,21.7,6.0,2.8,1.0,0.06,0.03,0.09,0.96,50.0,0.0,1053.0,0.0,0.0,Burnley
Jacob Bruun Larsen,1.0,13.0,1.0,True,2023-08-11T19:00:00Z,0.0,3.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.0,0.7,0.0,0.02,0.01,0.03,1.25,50.0,0.0,1516.0,0.0,0.0,Burnley
