Player,unique_player_id,extension,Link
Joe Rothwell,10a10454,Joe-Rothwell,https://fbref.com/en/players/10a10454/Joe-Rothwell
Charlie Goode,7aee4dd3,Charlie-Goode,https://fbref.com/en/players/7aee4dd3/Charlie-Goode
Alfie Whiteman,3f2587ee,Alfie-Whiteman,https://fbref.com/en/players/3f2587ee/Alfie-Whiteman
Brandon Austin,5e253986,Brandon-Austin,https://fbref.com/en/players/5e253986/Brandon-Austin
Andy Lonergan,165cf989,Andy-Lonergan,https://fbref.com/en/players/165cf989/Andy-Lonergan
João Virgínia,728e9b2e,Joao-Virginia,https://fbref.com/en/players/728e9b2e/Joao-Virginia
Alfie Doughty,bf33b257,Alfie-Doughty,https://fbref.com/en/players/bf33b257/Alfie-Doughty
James Shea,ee7c0a5e,James-Shea,https://fbref.com/en/players/ee7c0a5e/James-Shea
Rodrigo Muniz,a755db8c,Rodrigo-Muniz,https://fbref.com/en/players/a755db8c/Rodrigo-Muniz
Lawrence Vigouroux,a949d040,Lawrence-Vigouroux,https://fbref.com/en/players/a949d040/Lawrence-Vigouroux
Tyrese Francois,6722d4f0,Tyrese-Francois,https://fbref.com/en/players/6722d4f0/Tyrese-Francois
Remi Matthews,27f4f772,Remi-Matthews,https://fbref.com/en/players/27f4f772/Remi-Matthews
Shola Shoretire,00f0482f,Shola-Shoretire,https://fbref.com/en/players/00f0482f/Shola-Shoretire
Conor Coventry,a5ca9127,Conor-Coventry,https://fbref.com/en/players/a5ca9127/Conor-Coventry
Tom King,5791b997,Tom-King,https://fbref.com/en/players/5791b997/Tom-King
Myles Peart-Harris,ea1a5662,Myles-Peart-Harris,https://fbref.com/en/players/ea1a5662/Myles-Peart-Harris
Levi Colwill,700783e7,Levi-Colwill,https://fbref.com/en/players/700783e7/Levi-Colwill
Jan Paul van Hecke,4fd08daa,Jan-Paul-van-Hecke,https://fbref.com/en/players/4fd08daa/Jan-Paul-van-Hecke
Jordan Clark,7c5fa6cf,Jordan-Clark,https://fbref.com/en/players/7c5fa6cf/Jordan-Clark
Daniel Jebbison,03edb878,Daniel-Jebbison,https://fbref.com/en/players/03edb878/Daniel-Jebbison
Rhys Norrington-Davies,ca76b087,Rhys-Norrington-Davies,https://fbref.com/en/players/ca76b087/Rhys-Norrington-Davies
Ellery Balcombe,e827567f,Ellery-Balcombe,https://fbref.com/en/players/e827567f/Ellery-Balcombe
Alex Mighten,10ec4169,Alex-Mighten,https://fbref.com/en/players/10ec4169/Alex-Mighten
Denis Franchi,aab362e6,Denis-Franchi,https://fbref.com/en/players/aab362e6/Denis-Franchi
Jordan Beyer,9af1f9ff,Jordan-Beyer,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer
Gavin Kilkenny,3eeda7dd,Gavin-Kilkenny,https://fbref.com/en/players/3eeda7dd/Gavin-Kilkenny
